,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9,Trial10,Trial11,Trial12,Trial13,Trial14,Trial15,Trial16,Trial17,Trial18,Trial19,Trial20,Trial21,Trial22,Trial23,Trial24
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
3,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
4,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0
5,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0
6,4.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0
7,4.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0
8,4.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0
9,5.0,4.0,4.0,6.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,3.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
10,5.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,6.0,5.0,7.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0
11,6.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,3.0,7.0,6.0,7.0,4.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0
12,7.0,5.0,6.0,9.0,9.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,3.0,7.0,6.0,7.0,4.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0
13,7.0,6.0,6.0,10.0,10.0,7.0,7.0,5.0,8.0,7.0,8.0,7.0,7.0,4.0,8.0,7.0,8.0,5.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0
14,7.0,7.0,7.0,11.0,11.0,8.0,8.0,6.0,9.0,7.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,5.0,8.0,7.0,9.0,7.0,8.0,6.0,7.0
15,7.0,8.0,7.0,11.0,11.0,9.0,8.0,7.0,9.0,7.0,9.0,8.0,8.0,4.0,9.0,8.0,9.0,5.0,8.0,8.0,10.0,7.0,8.0,7.0,7.0
16,8.0,8.0,7.0,12.0,11.0,9.0,8.0,7.0,10.0,7.0,9.0,9.0,9.0,5.0,10.0,8.0,10.0,5.0,9.0,8.0,10.0,8.0,9.0,7.0,8.0
17,8.0,9.0,8.0,12.0,11.0,10.0,9.0,7.0,10.0,8.0,9.0,10.0,9.0,5.0,11.0,9.0,11.0,6.0,10.0,9.0,11.0,9.0,10.0,7.0,9.0
18,8.0,10.0,9.0,12.0,12.0,10.0,9.0,7.0,11.0,9.0,10.0,10.0,9.0,5.0,12.0,9.0,11.0,6.0,10.0,10.0,11.0,9.0,11.0,8.0,10.0
19,8.0,10.0,10.0,12.0,12.0,11.0,10.0,8.0,11.0,9.0,10.0,11.0,10.0,6.0,12.0,10.0,11.0,7.0,11.0,10.0,12.0,10.0,11.0,9.0,10.0
20,9.0,11.0,11.0,12.0,13.0,11.0,10.0,8.0,11.0,10.0,11.0,11.0,10.0,7.0,13.0,10.0,12.0,7.0,12.0,10.0,12.0,11.0,11.0,9.0,11.0
21,9.0,12.0,11.0,13.0,13.0,11.0,10.0,9.0,12.0,10.0,12.0,12.0,10.0,7.0,13.0,11.0,13.0,7.0,12.0,11.0,12.0,11.0,11.0,9.0,11.0
22,9.0,12.0,11.0,13.0,13.0,11.0,10.0,9.0,12.0,10.0,12.0,13.0,11.0,8.0,14.0,11.0,14.0,8.0,13.0,11.0,13.0,12.0,12.0,9.0,12.0
23,10.0,12.0,12.0,14.0,14.0,12.0,11.0,9.0,13.0,11.0,13.0,14.0,11.0,9.0,15.0,11.0,15.0,8.0,13.0,12.0,13.0,12.0,12.0,10.0,12.0
24,10.0,13.0,12.0,14.0,14.0,13.0,11.0,9.0,13.0,11.0,14.0,14.0,12.0,10.0,16.0,12.0,15.0,9.0,13.0,12.0,13.0,13.0,12.0,10.0,13.0
25,11.0,13.0,12.0,14.0,15.0,13.0,12.0,10.0,14.0,11.0,14.0,14.0,12.0,10.0,16.0,13.0,16.0,9.0,13.0,12.0,13.0,14.0,12.0,11.0,13.0
26,12.0,14.0,12.0,14.0,15.0,14.0,12.0,11.0,14.0,11.0,14.0,15.0,13.0,10.0,16.0,13.0,16.0,10.0,14.0,13.0,14.0,15.0,13.0,11.0,14.0
27,13.0,15.0,13.0,15.0,16.0,15.0,13.0,11.0,14.0,12.0,15.0,15.0,13.0,11.0,17.0,14.0,16.0,10.0,14.0,14.0,14.0,15.0,14.0,12.0,15.0
28,13.0,16.0,13.0,15.0,16.0,15.0,13.0,12.0,14.0,12.0,15.0,16.0,13.0,11.0,17.0,15.0,16.0,11.0,14.0,14.0,14.0,15.0,14.0,12.0,15.0
29,14.0,17.0,13.0,16.0,16.0,15.0,14.0,13.0,15.0,12.0,16.0,16.0,14.0,11.0,17.0,15.0,17.0,11.0,15.0,14.0,15.0,16.0,15.0,13.0,15.0
30,14.0,17.0,14.0,16.0,16.0,15.0,14.0,14.0,15.0,13.0,17.0,17.0,15.0,11.0,18.0,16.0,17.0,12.0,16.0,14.0,15.0,17.0,15.0,13.0,15.0
31,15.0,18.0,15.0,17.0,16.0,16.0,15.0,14.0,16.0,14.0,17.0,17.0,15.0,12.0,19.0,17.0,17.0,13.0,17.0,14.0,15.0,18.0,16.0,13.0,16.0
32,16.0,19.0,16.0,18.0,17.0,16.0,15.0,15.0,16.0,15.0,18.0,18.0,16.0,13.0,19.0,18.0,18.0,13.0,17.0,15.0,16.0,18.0,17.0,14.0,16.0
33,16.0,19.0,16.0,18.0,17.0,17.0,16.0,15.0,17.0,16.0,18.0,19.0,16.0,14.0,20.0,18.0,18.0,13.0,18.0,15.0,16.0,18.0,17.0,14.0,17.0
34,16.0,19.0,17.0,18.0,18.0,18.0,16.0,15.0,17.0,17.0,18.0,19.0,16.0,14.0,20.0,18.0,19.0,14.0,18.0,15.0,16.0,18.0,18.0,15.0,17.0
35,16.0,20.0,17.0,19.0,19.0,18.0,16.0,16.0,18.0,17.0,19.0,19.0,17.0,15.0,20.0,19.0,19.0,15.0,19.0,16.0,17.0,18.0,19.0,15.0,18.0
36,17.0,20.0,18.0,19.0,19.0,18.0,16.0,16.0,18.0,18.0,19.0,19.0,17.0,15.0,21.0,19.0,19.0,15.0,19.0,16.0,17.0,19.0,19.0,16.0,19.0
37,17.0,21.0,19.0,20.0,19.0,19.0,16.0,17.0,18.0,18.0,20.0,20.0,18.0,16.0,21.0,19.0,20.0,15.0,20.0,17.0,18.0,19.0,19.0,16.0,20.0
38,17.0,21.0,20.0,20.0,20.0,19.0,17.0,18.0,18.0,19.0,20.0,21.0,18.0,16.0,22.0,20.0,21.0,15.0,20.0,18.0,18.0,20.0,20.0,17.0,20.0
39,18.0,22.0,20.0,21.0,20.0,20.0,17.0,19.0,19.0,19.0,21.0,21.0,19.0,17.0,23.0,20.0,22.0,15.0,21.0,19.0,19.0,20.0,20.0,17.0,21.0
40,18.0,22.0,21.0,22.0,21.0,21.0,17.0,20.0,19.0,20.0,21.0,21.0,19.0,17.0,23.0,21.0,23.0,16.0,21.0,19.0,19.0,20.0,21.0,18.0,21.0
41,19.0,23.0,21.0,23.0,21.0,21.0,18.0,21.0,19.0,21.0,21.0,22.0,20.0,18.0,24.0,21.0,23.0,16.0,22.0,19.0,20.0,21.0,21.0,18.0,21.0
42,19.0,24.0,22.0,24.0,21.0,22.0,18.0,21.0,20.0,21.0,22.0,23.0,21.0,19.0,24.0,21.0,23.0,17.0,22.0,20.0,21.0,21.0,22.0,18.0,22.0
43,19.0,24.0,22.0,25.0,22.0,22.0,19.0,22.0,20.0,22.0,22.0,23.0,22.0,19.0,25.0,21.0,24.0,17.0,22.0,20.0,22.0,22.0,23.0,19.0,22.0
44,19.0,24.0,22.0,25.0,22.0,23.0,19.0,23.0,21.0,23.0,23.0,24.0,23.0,19.0,25.0,22.0,25.0,18.0,23.0,21.0,23.0,22.0,24.0,19.0,23.0
45,20.0,24.0,23.0,26.0,22.0,24.0,19.0,23.0,21.0,23.0,24.0,25.0,23.0,20.0,26.0,22.0,25.0,18.0,24.0,21.0,23.0,23.0,24.0,19.0,24.0
46,20.0,24.0,23.0,26.0,22.0,24.0,20.0,23.0,22.0,24.0,25.0,25.0,24.0,21.0,26.0,22.0,26.0,19.0,24.0,21.0,23.0,23.0,24.0,19.0,25.0
47,21.0,25.0,24.0,26.0,22.0,24.0,21.0,23.0,22.0,24.0,25.0,25.0,24.0,21.0,27.0,23.0,26.0,19.0,25.0,22.0,24.0,23.0,25.0,20.0,25.0
48,21.0,25.0,24.0,27.0,23.0,25.0,21.0,24.0,22.0,24.0,26.0,26.0,25.0,22.0,28.0,23.0,26.0,19.0,25.0,23.0,24.0,24.0,25.0,21.0,26.0
49,21.0,25.0,25.0,27.0,23.0,26.0,21.0,25.0,23.0,25.0,26.0,26.0,26.0,22.0,28.0,23.0,27.0,19.0,25.0,23.0,24.0,24.0,25.0,21.0,27.0
50,21.0,26.0,25.0,28.0,23.0,27.0,21.0,25.0,23.0,25.0,27.0,26.0,26.0,22.0,29.0,24.0,28.0,20.0,25.0,24.0,25.0,25.0,26.0,22.0,27.0
51,21.0,26.0,26.0,28.0,24.0,28.0,22.0,25.0,24.0,25.0,27.0,27.0,27.0,23.0,29.0,24.0,29.0,20.0,26.0,24.0,25.0,25.0,26.0,23.0,28.0
52,22.0,27.0,26.0,29.0,24.0,28.0,22.0,25.0,25.0,26.0,28.0,28.0,28.0,23.0,30.0,24.0,29.0,21.0,26.0,24.0,26.0,25.0,27.0,24.0,28.0
53,23.0,28.0,27.0,29.0,24.0,29.0,22.0,25.0,25.0,27.0,28.0,29.0,29.0,23.0,30.0,25.0,30.0,22.0,26.0,25.0,26.0,26.0,27.0,25.0,29.0
54,23.0,28.0,28.0,29.0,25.0,29.0,23.0,26.0,26.0,28.0,29.0,29.0,29.0,24.0,30.0,25.0,31.0,22.0,26.0,26.0,27.0,26.0,27.0,26.0,30.0
55,23.0,28.0,28.0,30.0,26.0,30.0,23.0,26.0,26.0,28.0,30.0,29.0,30.0,25.0,31.0,25.0,31.0,22.0,27.0,26.0,27.0,26.0,28.0,26.0,31.0
56,24.0,29.0,29.0,30.0,26.0,30.0,24.0,27.0,26.0,28.0,31.0,30.0,30.0,25.0,32.0,26.0,31.0,23.0,27.0,26.0,28.0,27.0,28.0,27.0,31.0
57,24.0,30.0,30.0,30.0,26.0,31.0,25.0,27.0,27.0,29.0,32.0,30.0,31.0,26.0,33.0,26.0,32.0,24.0,28.0,27.0,28.0,27.0,29.0,27.0,31.0
58,24.0,30.0,30.0,31.0,27.0,31.0,26.0,28.0,27.0,30.0,32.0,30.0,31.0,26.0,34.0,27.0,33.0,25.0,28.0,28.0,28.0,28.0,29.0,27.0,32.0
59,25.0,31.0,31.0,31.0,27.0,31.0,26.0,29.0,28.0,30.0,33.0,31.0,32.0,27.0,34.0,27.0,34.0,25.0,28.0,28.0,28.0,28.0,29.0,27.0,32.0
60,25.0,31.0,31.0,32.0,28.0,32.0,27.0,29.0,29.0,30.0,33.0,31.0,33.0,27.0,35.0,27.0,34.0,26.0,29.0,29.0,29.0,29.0,30.0,28.0,33.0
61,25.0,32.0,31.0,32.0,28.0,33.0,27.0,29.0,29.0,31.0,34.0,32.0,34.0,27.0,35.0,28.0,34.0,26.0,29.0,30.0,30.0,29.0,30.0,28.0,34.0
