,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
6,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0
7,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
8,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
9,9.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0
10,10.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0
11,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0
12,11.0,10.0,9.0,11.0,10.0,9.0,10.0,9.0,11.0
13,11.0,11.0,9.0,12.0,11.0,10.0,11.0,10.0,12.0
14,12.0,12.0,10.0,13.0,12.0,11.0,12.0,11.0,12.0
15,13.0,13.0,11.0,14.0,12.0,12.0,13.0,11.0,13.0
16,14.0,14.0,12.0,15.0,13.0,13.0,14.0,12.0,13.0
17,15.0,15.0,13.0,16.0,13.0,14.0,15.0,13.0,14.0
18,16.0,16.0,13.0,17.0,14.0,15.0,16.0,14.0,15.0
19,17.0,17.0,14.0,17.0,15.0,16.0,17.0,15.0,16.0
20,18.0,18.0,15.0,18.0,15.0,17.0,18.0,16.0,16.0
21,19.0,19.0,16.0,19.0,16.0,18.0,19.0,17.0,17.0
22,19.0,20.0,17.0,20.0,17.0,19.0,20.0,18.0,18.0
23,20.0,20.0,18.0,20.0,18.0,20.0,20.0,19.0,19.0
24,21.0,21.0,19.0,21.0,19.0,21.0,21.0,20.0,20.0
25,22.0,22.0,20.0,22.0,20.0,22.0,22.0,21.0,21.0
26,23.0,23.0,20.0,23.0,20.0,23.0,23.0,22.0,22.0
27,24.0,24.0,21.0,24.0,21.0,24.0,23.0,22.0,23.0
28,25.0,25.0,22.0,24.0,21.0,25.0,24.0,23.0,24.0
29,25.0,26.0,23.0,25.0,22.0,26.0,25.0,24.0,25.0
30,26.0,27.0,24.0,26.0,23.0,27.0,26.0,25.0,26.0
31,27.0,28.0,24.0,27.0,24.0,28.0,27.0,26.0,26.0
32,28.0,29.0,25.0,28.0,25.0,29.0,28.0,27.0,27.0
33,29.0,30.0,26.0,29.0,26.0,29.0,29.0,28.0,27.0
34,29.0,31.0,27.0,30.0,27.0,30.0,30.0,29.0,28.0
35,30.0,32.0,28.0,31.0,27.0,30.0,31.0,30.0,28.0
36,31.0,33.0,29.0,32.0,28.0,31.0,32.0,30.0,29.0
37,32.0,34.0,30.0,32.0,29.0,32.0,33.0,30.0,29.0
38,32.0,35.0,31.0,33.0,30.0,33.0,34.0,31.0,30.0
39,33.0,35.0,32.0,34.0,31.0,34.0,34.0,32.0,31.0
40,34.0,36.0,33.0,35.0,32.0,34.0,35.0,33.0,31.0
41,35.0,37.0,34.0,36.0,33.0,35.0,36.0,34.0,32.0
42,35.0,38.0,34.0,37.0,34.0,35.0,37.0,35.0,33.0
43,36.0,39.0,35.0,38.0,35.0,36.0,38.0,36.0,33.0
44,36.0,40.0,36.0,39.0,36.0,37.0,39.0,37.0,34.0
45,37.0,41.0,37.0,40.0,37.0,38.0,40.0,38.0,35.0
46,38.0,41.0,38.0,40.0,38.0,39.0,41.0,39.0,36.0
47,39.0,42.0,39.0,41.0,39.0,40.0,42.0,40.0,36.0
48,39.0,43.0,40.0,42.0,40.0,41.0,42.0,40.0,37.0
49,40.0,44.0,41.0,43.0,41.0,42.0,43.0,41.0,38.0
50,41.0,45.0,42.0,44.0,42.0,43.0,44.0,42.0,39.0
51,42.0,45.0,42.0,45.0,42.0,43.0,45.0,43.0,40.0
52,42.0,46.0,43.0,46.0,43.0,44.0,46.0,44.0,41.0
53,43.0,47.0,44.0,47.0,43.0,45.0,47.0,44.0,42.0
54,44.0,48.0,45.0,47.0,44.0,46.0,48.0,45.0,43.0
55,45.0,49.0,46.0,48.0,44.0,47.0,49.0,45.0,43.0
56,46.0,50.0,47.0,49.0,45.0,48.0,50.0,46.0,44.0
57,47.0,51.0,47.0,50.0,46.0,49.0,51.0,47.0,45.0
58,47.0,52.0,48.0,51.0,47.0,50.0,52.0,47.0,45.0
59,48.0,53.0,49.0,52.0,47.0,51.0,53.0,48.0,46.0
60,49.0,54.0,49.0,53.0,48.0,52.0,53.0,49.0,47.0
61,49.0,55.0,50.0,54.0,49.0,53.0,54.0,50.0,48.0
62,50.0,56.0,51.0,55.0,50.0,54.0,55.0,50.0,48.0
63,51.0,57.0,52.0,56.0,51.0,55.0,56.0,51.0,49.0
64,52.0,57.0,53.0,57.0,52.0,56.0,56.0,51.0,50.0
65,53.0,58.0,53.0,58.0,53.0,57.0,57.0,52.0,51.0
66,53.0,59.0,54.0,58.0,54.0,57.0,57.0,53.0,52.0
67,54.0,60.0,55.0,59.0,55.0,58.0,58.0,53.0,52.0
68,55.0,61.0,56.0,60.0,55.0,59.0,59.0,54.0,53.0
69,55.0,61.0,56.0,61.0,56.0,60.0,60.0,55.0,54.0
70,56.0,62.0,57.0,62.0,57.0,61.0,61.0,55.0,55.0
71,57.0,63.0,58.0,63.0,58.0,61.0,62.0,56.0,56.0
72,58.0,64.0,58.0,63.0,59.0,62.0,63.0,57.0,57.0
73,59.0,65.0,59.0,64.0,60.0,63.0,63.0,58.0,58.0
74,60.0,65.0,60.0,65.0,60.0,64.0,63.0,59.0,59.0
75,61.0,66.0,61.0,66.0,61.0,64.0,64.0,60.0,60.0
76,62.0,67.0,62.0,66.0,61.0,65.0,65.0,61.0,60.0
77,63.0,68.0,63.0,67.0,62.0,66.0,66.0,62.0,61.0
78,64.0,69.0,64.0,68.0,63.0,67.0,67.0,63.0,62.0
79,65.0,70.0,65.0,68.0,64.0,68.0,68.0,64.0,63.0
80,66.0,71.0,66.0,69.0,65.0,69.0,69.0,65.0,64.0
81,67.0,72.0,66.0,70.0,66.0,70.0,70.0,66.0,65.0
82,68.0,73.0,67.0,71.0,67.0,71.0,71.0,67.0,66.0
83,69.0,74.0,68.0,72.0,68.0,71.0,72.0,67.0,67.0
84,70.0,75.0,69.0,73.0,69.0,72.0,73.0,68.0,68.0
85,71.0,75.0,69.0,74.0,70.0,73.0,74.0,69.0,69.0
86,72.0,76.0,70.0,75.0,71.0,74.0,75.0,70.0,70.0
87,73.0,77.0,71.0,76.0,72.0,74.0,76.0,70.0,71.0
88,74.0,78.0,72.0,77.0,73.0,75.0,77.0,71.0,72.0
89,75.0,79.0,73.0,77.0,74.0,76.0,77.0,72.0,72.0
90,76.0,80.0,74.0,78.0,75.0,76.0,78.0,73.0,73.0
91,77.0,81.0,75.0,79.0,76.0,77.0,79.0,74.0,74.0
92,78.0,82.0,75.0,80.0,77.0,77.0,80.0,75.0,74.0
93,79.0,83.0,76.0,81.0,78.0,78.0,81.0,76.0,75.0
94,80.0,83.0,76.0,82.0,78.0,79.0,82.0,77.0,75.0
95,81.0,84.0,77.0,83.0,79.0,80.0,83.0,78.0,76.0
96,82.0,84.0,78.0,84.0,80.0,81.0,84.0,79.0,76.0
97,83.0,85.0,78.0,84.0,80.0,82.0,85.0,80.0,77.0
98,84.0,86.0,79.0,85.0,81.0,83.0,86.0,81.0,77.0
99,85.0,87.0,80.0,86.0,82.0,84.0,86.0,81.0,78.0
100,85.0,88.0,81.0,86.0,83.0,85.0,87.0,82.0,79.0
